username,platform,label,follower_count,following_count,friends_count,posts_count,account_age_days,has_profile_photo,has_cover_photo,bio_length,username_digit_ratio,username_length,friend_request_mutuals,profile_completeness,avg_likes_per_post,posts_per_week
rohannguyen90,instagram,real,372,262,22,96,442,1,0,0,0.1538,13,44,0.6667,19.95,1.527
new_1804,instagram,fake,11,1067,3,39,1258,1,0,21,0.5,8,3,0.7079,6.25,0.22
user.promo23686,facebook,fake,62,524,38,1,24,1,0,34,0.3333,15,2,0.4198,2.39,0.281
arjun.brook,facebook,real,52,62,115,214,980,1,1,0,0.0,11,16,0.8333,13.88,1.53
theo.moreau4,twitter,real,2461,253,27,181,1477,1,1,80,0.0833,12,18,0.9998,64.84,0.857
tmp_8853,facebook,fake,6,1054,18,14,1760,1,1,7,0.5,8,3,0.7404,1.65,0.057
felixbrook,facebook,real,104,161,612,39,331,1,1,102,0.0,10,13,0.9792,21.56,0.819
kainguyen4,instagram,real,220,110,17,7,746,1,1,9,0.1,10,16,0.7153,20.28,0.066
leila_berg4,facebook,real,174,127,122,23,41,1,1,129,0.0909,11,3,0.7801,4.07,3.88
omar.rao91,instagram,real,164,239,9,17,52,1,0,114,0.2,10,2,0.5928,24.8,2.23
leila.chen,facebook,real,159,116,330,48,1030,1,1,72,0.0,10,22,0.9834,58.57,0.327
elena.alvarez2,facebook,real,140,128,402,100,1336,1,1,33,0.0714,14,18,0.9013,48.44,0.523
leila.kade2,facebook,real,1863,114,612,75,714,1,1,145,0.0909,11,11,1.0,6.68,0.731
q_acc6324700,facebook,fake,7,1270,29,4,5,1,1,21,0.5833,12,0,0.5616,0.71,7.327
freyavale,twitter,real,573,255,7,12,48,1,0,90,0.0,9,2,0.571,4.33,1.719
islaalvarez,twitter,real,409,243,17,24,388,1,0,31,0.0,11,11,0.6631,19.33,0.427
new_real6392862,instagram,fake,10,1159,3,4,24,1,1,47,0.4667,15,2,0.6248,1.41,1.169
new.official10343,instagram,fake,65,1004,9,1,6,0,0,46,0.2941,17,1,0.2702,1.35,8.315
meera.santos2,facebook,real,433,115,399,74,1560,1,1,150,0.0769,13,27,1.0,92.06,0.331
felix.brook,facebook,real,110,167,330,161,807,1,1,82,0.0,11,19,1.0,21.51,1.393
tmp_bot631,instagram,fake,601,1394,13,104,596,1,0,47,0.3,10,10,0.7645,10.54,1.223
deal.deal75363,twitter,fake,2,1514,5,11,19,0,0,27,0.3571,14,1,0.2752,2.26,15.556
samir_okoye,facebook,real,166,164,382,65,1781,1,1,107,0.0,11,20,1.0,6.11,0.256
omar.park91,instagram,real,113,210,24,83,810,1,0,132,0.1818,11,30,0.8333,133.08,0.718
marco_chen,facebook,real,316,126,167,20,580,0,1,161,0.0,10,8,0.7506,50.93,0.243
clara_nguyen,facebook,real,56,196,428,11,1633,0,1,113,0.0,12,28,0.7128,13.94,0.047
q_id378347,instagram,fake,16,1717,6,1,27,0,0,4,0.6,10,1,0.1926,4.15,0.348
priya.moreau3,facebook,real,274,124,361,99,4687,1,1,85,0.0769,13,29,1.0,28.68,0.148
acc.net7877,facebook,fake,12,949,9,3,38,1,0,12,0.3636,11,2,0.3905,1.12,0.63
promo_0590,instagram,fake,430,1574,7,46,7,1,1,98,0.4,10,5,0.8365,37.57,5.448
priya.moreau4,facebook,real,373,149,307,80,521,1,0,0,0.0769,13,18,0.6671,36.33,1.077
maya_santos3,facebook,real,369,57,226,58,498,1,1,129,0.0833,12,7,1.0,45.12,0.81
claraiyer2,instagram,real,153,172,69,121,950,1,0,76,0.1,10,26,0.8243,66.74,0.891
acc_deal915,instagram,fake,33,1204,5,9,22,1,0,12,0.2727,11,1,0.4068,3.26,2.858
hugoberg,facebook,real,90,122,229,162,418,1,1,79,0.0,8,77,0.9985,16.47,2.707
luciakhan2,facebook,real,112,241,320,2,34,1,1,41,0.1,10,2,0.6091,6.47,0.402
ravi_khan4,facebook,real,87,95,547,169,1573,1,1,20,0.1,10,7,0.8758,17.42,0.753
lucia_brook,twitter,real,268,235,15,18,29,1,0,0,0.0,11,8,0.4215,0.72,4.341
felixnguyen8,instagram,fake,42,1396,13,34,1776,1,0,31,0.0833,12,3,0.706,2.26,0.133
real_xx5780317,instagram,fake,28,1064,10,3,18,0,1,46,0.5,14,1,0.4505,17.57,1.281
anika_okoye,instagram,real,206,222,12,20,641,1,0,143,0.0,11,8,0.7498,71.1,0.218
lucia.hassan99,facebook,real,4073,121,283,34,204,0,1,92,0.1429,14,22,0.7349,11.17,1.167
real.new413093,facebook,fake,167,371,27,70,23,1,1,84,0.4286,14,7,0.8438,31.95,21.353
nina.vale,facebook,real,101,61,178,169,444,1,0,7,0.0,9,76,0.6815,6.26,2.668
isla_park,instagram,real,476,435,47,79,306,1,1,122,0.0,9,9,0.9731,125.02,1.798
id815872,facebook,fake,27,1315,68,10,11,0,0,24,0.75,8,1,0.2656,2.22,9.998
sienna.khan,instagram,real,935,594,5,458,565,1,1,16,0.0,11,31,0.8657,157.59,5.679
xx.acc78031,facebook,fake,16,397,16,31,1362,1,0,56,0.4545,11,3,0.7461,1.45,0.159
arjun.nguyen2,twitter,real,344,127,3,19,1163,1,1,139,0.0769,13,28,0.9142,22.81,0.117
promo_promo274164,instagram,fake,75,775,3,3,11,0,0,36,0.3529,17,1,0.2592,4.83,9.28
follownet2172146,twitter,fake,6,1307,6,2,39,0,0,12,0.4375,16,0,0.2189,3.11,0.431
amarasantos3,facebook,real,39,67,256,6,1113,1,1,15,0.0833,12,16,0.7236,2.69,0.038
marco.weiss97,facebook,real,97,179,332,10,1148,1,1,113,0.1538,13,43,0.8762,60.82,0.063
marco.hassan2,facebook,real,224,201,312,4,2400,1,1,17,0.0769,13,27,0.719,1.21,0.012
elena.dsouza,facebook,real,224,259,289,104,1970,0,0,30,0.0,12,14,0.5633,15.51,0.368
clara.okoye,facebook,real,994,114,180,17,41,1,1,78,0.0,11,2,0.7499,3.93,2.847
luciarao12,instagram,fake,40,1573,4,15,22,1,0,0,0.2,10,2,0.4059,2.74,4.772
deal739,facebook,fake,17,592,9,9,10,0,0,32,0.4286,7,1,0.2739,1.96,6.12
winwin3821,twitter,fake,254,372,9,44,9,1,0,60,0.4,10,6,0.6284,27.86,6.676
freyanguyen7,instagram,fake,43,1435,18,4,24,1,1,28,0.0833,12,2,0.5844,1.19,1.059
devalvarez,twitter,real,605,139,5,2,26,1,0,15,0.0,10,2,0.3824,0.23,0.419
xx.q74502,instagram,fake,17,2488,36,17,11,0,0,46,0.5556,9,2,0.3395,3.03,15.0
tmp.168274,twitter,fake,441,1714,2,78,10,1,1,52,0.6,10,3,0.7786,29.64,4.216
aisha_park3,facebook,real,699,300,229,60,5200,1,1,146,0.0909,11,13,1.0,41.13,0.08
marcosantos2,instagram,real,1400,674,31,24,5,1,1,115,0.0833,12,5,0.7691,3.07,33.646
isla.khan2,instagram,real,239,293,16,35,427,1,0,15,0.1,10,21,0.6773,552.76,0.578
priya.santos2,facebook,real,875,108,169,3,957,1,1,13,0.0769,13,11,0.7053,3.69,0.02
leosantos,instagram,real,2671,526,49,141,909,0,1,83,0.0,9,58,0.8333,180.24,1.086
new.q7279882,instagram,fake,5,1760,25,7,61,0,0,0,0.5833,12,1,0.224,8.58,0.812
islavale3,facebook,real,420,175,342,15,31,1,1,108,0.1111,9,5,0.7428,3.03,3.361
qtmp956665,facebook,fake,16,635,16,4,33,1,1,21,0.6,10,2,0.5755,3.04,0.889
leila.dsouza3,instagram,real,602,201,17,200,728,1,0,142,0.0769,13,28,0.8333,80.28,1.921
lucia_nguyen,instagram,real,2734,231,14,36,2066,1,1,67,0.0,12,9,0.9572,449.3,0.123
claravale2,twitter,real,1208,520,17,508,2286,1,0,0,0.1,10,16,0.6667,102.22,1.557
elenaalvarez,instagram,real,1919,179,9,550,631,1,1,111,0.0,12,5,1.0,107.67,6.1
ravi_vale2,facebook,real,168,67,472,4,21,1,1,37,0.1,10,2,0.6052,4.85,1.465
aditya_nair99,twitter,real,718,285,18,77,1543,1,0,54,0.1538,13,7,0.7788,53.76,0.351
bot2277427,instagram,fake,28,1368,11,10,19,1,0,20,0.7,10,1,0.4261,8.31,3.764
official.2217,facebook,fake,46,429,26,8,4,0,0,73,0.3077,13,0,0.3539,4.28,16.313
bot.293,twitter,fake,11,1404,8,5,81,1,1,49,0.4286,7,1,0.6627,1.5,0.475
followdeal213,instagram,fake,32,2583,4,4,16,1,0,51,0.2308,13,1,0.4652,2.24,1.914
ravi.iyer97,facebook,real,202,133,219,1,40,1,0,9,0.1818,11,3,0.3752,0.78,0.198
promo827781,instagram,fake,47,1903,9,41,554,1,0,9,0.5455,11,1,0.6851,0.32,0.518
marcookoye94,instagram,real,2073,482,29,183,551,1,1,56,0.1667,12,16,0.9502,57.72,2.324
tmp.xx0534878,facebook,fake,25,763,6,9,47,1,0,4,0.5385,13,1,0.4012,1.36,1.36
noahnair62,instagram,fake,25,1331,25,11,15,0,0,76,0.2,10,2,0.3773,16.19,5.129
siennaweiss1,facebook,fake,14,703,101,3,16,0,0,9,0.0833,12,0,0.2035,4.22,1.217
rohankhan3,facebook,real,248,78,312,6,766,1,1,24,0.1,10,5,0.7426,0.79,0.057
zara.singh99,facebook,real,67,322,367,53,458,1,1,161,0.1667,12,18,1.0,26.1,0.807
id_2706,facebook,fake,5,593,36,0,22,1,0,51,0.5714,7,2,0.4516,2.8,0.122
hugoalvarez8,twitter,fake,11,839,7,19,7,1,1,22,0.0833,12,2,0.6296,1.15,19.102
felix.costa2,instagram,real,1137,114,29,15,47,1,0,115,0.0833,12,1,0.5849,5.73,2.268
user5996,instagram,fake,9,893,14,3,7,1,0,41,0.5,8,1,0.4338,6.15,2.647
dev.singh,twitter,real,187,171,7,12,18,1,1,105,0.0,9,2,0.7238,6.45,4.564
noahkade2,facebook,real,573,273,559,100,1083,1,1,31,0.1111,9,22,0.8987,39.6,0.646
marco_brook2,facebook,real,22,217,294,37,1073,1,1,71,0.0833,12,17,0.9686,23.23,0.242
amarapark2,facebook,real,256,247,255,245,435,1,1,35,0.1,10,23,0.9067,14.13,3.939
user_xx116347,instagram,fake,5,824,5,4,50,0,0,7,0.4615,13,1,0.2223,1.43,0.576
leilakhan,facebook,real,813,101,282,14,6,1,1,75,0.0,9,5,0.7168,9.94,15.906
arjunbrook2,instagram,real,810,467,15,451,187,1,1,92,0.0909,11,9,0.9187,526.15,16.871
user_773,facebook,fake,17,783,83,3,106,1,0,1,0.375,8,1,0.3957,5.4,0.175
anika_park,twitter,real,160,42,25,769,1113,1,1,62,0.0,10,38,0.9632,26.07,4.839
followfollow1551659,facebook,fake,21,437,40,1,16,0,0,21,0.3684,19,2,0.1122,3.45,0.318
real_bot183,facebook,fake,206,531,19,83,40,1,1,130,0.2727,11,11,0.8516,34.56,14.547
noahkade4,facebook,real,98,342,292,162,390,1,1,92,0.1111,9,11,1.0,68.79,2.914
real_457,twitter,fake,10,752,6,2,60,1,0,15,0.375,8,0,0.3988,1.29,0.204
lucia_iyer98,instagram,real,307,173,28,8,11,1,1,72,0.1667,12,1,0.6894,9.81,5.395
win_335,instagram,fake,426,1381,4,45,8,1,0,133,0.4286,7,15,0.6703,4.75,39.07
anika.nair,twitter,real,359,109,18,14,27,1,1,78,0.0,10,4,0.7308,3.86,3.539
priya.khan,instagram,real,283,217,45,109,188,1,1,68,0.0,10,3,0.8943,26.63,4.055
tmp.id82262,facebook,fake,52,429,9,34,1943,1,0,11,0.4545,11,1,0.6645,0.64,0.122
id_17758,twitter,fake,23,1537,12,25,15,1,0,26,0.625,8,5,0.496,2.54,11.457
meera_rao2,instagram,real,184,321,17,257,1406,1,1,134,0.1,10,51,1.0,51.3,1.278
amara_park2,facebook,real,85,101,223,81,115,1,1,97,0.0909,11,9,0.8858,9.1,4.942
id3229,twitter,fake,15,928,10,1,92,0,0,2,0.6667,6,3,0.2158,2.25,0.056
leila_berg5,instagram,real,245,377,300,7,1405,1,1,12,0.0909,11,7,0.7201,7.01,0.033
qpromo519609,facebook,fake,14,643,37,4,20,0,0,52,0.5,12,1,0.3002,1.86,11.868
xx073,instagram,fake,22,772,7,1,4,1,0,11,0.6,5,1,0.3629,14.68,2.123
follow_0075129,instagram,fake,12,1768,8,9,73,1,0,40,0.5,14,1,0.4875,2.76,0.848
net_7068614,twitter,fake,6,1361,1,16,20,0,0,11,0.6364,11,0,0.2649,1.15,9.482
marconair2,instagram,real,81,305,22,40,1585,1,0,62,0.1,10,11,0.7954,17.68,0.175
samir.dsouza,facebook,real,124,154,957,29,72,1,1,50,0.0,12,4,0.7571,35.64,2.808
id_xx236937,instagram,fake,39,951,3,21,1581,1,0,0,0.5455,11,3,0.5858,2.93,0.091
marco_iyer2,instagram,real,473,240,30,8,50,1,1,57,0.0909,11,3,0.6733,42.46,1.075
official.bot7466,facebook,fake,19,1305,12,3,33,1,0,40,0.25,16,4,0.4455,1.63,0.682
aishanguyen,instagram,real,210,441,36,87,779,0,1,136,0.0,11,33,0.8333,60.91,0.778
win5022,instagram,fake,93,1200,2,3,6,1,0,12,0.5714,7,1,0.3747,1.48,3.619
ninabrook99,twitter,real,76,104,10,151,429,1,1,40,0.1818,11,12,0.9165,1.18,2.46
leila.park,instagram,real,532,512,17,180,531,1,1,143,0.0,10,7,1.0,34.95,2.37
felixweiss2,instagram,real,1263,103,65,67,1934,1,0,56,0.0909,11,14,0.7828,78.61,0.243
acc.user312982,instagram,fake,25,796,4,16,2018,1,1,10,0.4286,14,4,0.7549,3.4,0.057
devalvarez2,instagram,fake,69,947,4,5,28,0,0,18,0.0909,11,3,0.2363,0.64,1.145
freya_berg3,twitter,real,638,202,10,1078,464,1,0,32,0.0909,11,21,0.733,29.42,16.265
newdeal45143,facebook,fake,6,1045,16,6,88,1,0,30,0.4167,12,1,0.4605,2.92,0.468
real.5901774,twitter,fake,18,835,5,3,20,1,0,20,0.5833,12,1,0.394,6.52,4.814
follow.9863325,facebook,fake,6,828,15,4,15,1,0,6,0.5,14,1,0.3705,0.75,5.569
isla_iyer95,facebook,real,78,149,329,60,374,1,0,57,0.1818,11,55,0.7847,9.84,1.12
aisha.rao,instagram,real,199,156,27,155,220,1,1,72,0.0,9,26,0.9177,89.43,4.924
felix_chen2,facebook,real,179,447,233,45,299,1,1,67,0.0909,11,13,0.9427,16.81,1.044
anikanguyen7,instagram,fake,17,1810,5,4,17,1,0,19,0.0833,12,2,0.3964,0.78,1.538
ravi.okoye,twitter,real,187,337,12,12,1217,1,0,10,0.0,10,22,0.5692,1.64,0.067
net_q9818965,facebook,fake,25,391,17,7,21,1,1,5,0.5833,12,1,0.5471,1.04,2.186
mayadsouza93,twitter,real,406,321,11,42,1080,1,0,125,0.1667,12,22,0.8333,15.86,0.272
net.win339094,twitter,fake,12,1021,5,1,35,0,1,7,0.4615,13,2,0.3675,1.31,0.191
accnew7114812,instagram,fake,15,862,14,23,1134,1,0,17,0.5385,13,1,0.6294,5.5,0.14
samir_vale2,facebook,real,483,53,257,135,297,1,0,156,0.0909,11,19,0.8023,40.74,3.184
xx.acc506818,instagram,fake,13,1438,6,6,18,0,0,50,0.5,12,2,0.3021,1.25,2.217
q_net118,instagram,fake,58,2914,21,2,10,0,0,42,0.375,8,1,0.2697,6.21,1.737
elenanair98,instagram,real,381,353,10,589,922,1,0,51,0.1818,11,7,0.7734,110.67,4.468
theovale5,instagram,fake,20,2725,7,3,24,1,0,36,0.1111,9,1,0.4324,0.9,0.912
follow.bot1048,twitter,fake,2,1839,5,5,10,1,0,25,0.2857,14,2,0.4104,3.28,3.406
mayanguyen96,facebook,real,59,119,934,297,227,1,0,107,0.1667,12,11,0.7703,14.7,9.152
priya.hassan,instagram,real,251,243,72,102,386,1,1,149,0.0,12,4,1.0,65.36,1.841
user_new193535,facebook,fake,448,527,50,54,45,1,0,37,0.4286,14,6,0.5976,10.49,8.426
omar.nguyen,facebook,real,332,164,301,260,1886,0,0,77,0.0,11,12,0.6598,29.16,0.966
noahsingh3,instagram,real,362,294,88,12,9,1,1,48,0.1,10,4,0.6511,5.55,8.965
leila_brook,instagram,real,862,165,29,186,653,1,0,116,0.0,11,19,0.8333,68.2,1.989
nina_dsouza2,facebook,real,99,315,238,126,417,1,1,47,0.0833,12,18,0.9303,68.56,2.11
clarachen,instagram,real,613,130,71,13,41,1,0,96,0.0,9,7,0.5715,30.84,2.161
user.new4570,facebook,fake,4,657,33,6,10,0,0,22,0.3333,12,4,0.2418,1.29,4.271
follow_follow340680,twitter,fake,10,596,2,4,97,0,0,45,0.3158,19,1,0.2149,1.17,0.308
sienna.brook2,twitter,real,253,84,19,218,892,1,0,169,0.0769,13,9,0.8333,17.34,1.71
promo.0307901,twitter,fake,8,858,2,38,1042,1,0,41,0.5385,13,2,0.743,1.76,0.256
xx481,twitter,fake,2,579,4,4,45,0,0,15,0.6,5,4,0.2358,1.71,0.678
mayaiyer2,instagram,real,2351,369,42,111,531,1,0,107,0.1111,9,25,0.8333,58.52,1.458
nina.nguyen,instagram,real,138,628,23,187,460,1,1,120,0.0,11,26,1.0,60.84,2.843
mayakhan,instagram,real,578,169,48,104,729,1,1,50,0.0,8,11,0.938,1354.33,0.994
theo.dsouza3,facebook,real,74,130,177,14,1273,1,1,10,0.0833,12,8,0.7448,6.21,0.075
jonasmoreau94,instagram,real,562,211,50,184,339,1,1,50,0.1538,13,21,0.9246,52.85,3.797
aishaweiss2,facebook,real,71,111,308,44,421,1,0,0,0.0909,11,13,0.6667,12.69,0.727
marcosingh7,instagram,fake,47,2755,3,5,8,0,1,16,0.0909,11,2,0.3898,6.86,4.02
felixokoye,instagram,real,248,836,35,8,31,1,1,60,0.0,10,2,0.6711,1.54,1.743
deal4741666,facebook,fake,15,748,56,2,12,0,0,5,0.6364,11,1,0.1907,3.35,1.027
theoberg,facebook,real,46,80,206,64,173,1,1,118,0.0,8,12,0.9123,12.9,2.602
user_user385431,instagram,fake,95,987,23,6,63,1,0,18,0.4,15,5,0.4265,2.98,0.713
noah_kade,instagram,real,2516,184,23,17,424,1,0,89,0.0,9,6,0.7355,164.43,0.273
real.win111295,twitter,fake,9,1768,8,5,10,1,0,53,0.4286,14,1,0.4685,4.3,3.532
follow_user02883,facebook,fake,17,418,23,2,11,1,0,20,0.3125,16,0,0.3864,5.24,5.921
elena_rao,instagram,real,242,312,7,158,1007,1,1,101,0.0,9,32,1.0,19.0,1.096
devhassan3,instagram,real,233,83,10,167,358,1,0,82,0.1,10,26,0.8301,145.81,3.269
dev_nguyen92,facebook,real,42,100,714,64,2677,1,1,52,0.1667,12,34,0.942,33.48,0.169
real.853,twitter,fake,2,937,3,1,59,0,1,44,0.375,8,2,0.457,1.7,0.167
net_702279,twitter,fake,8,1031,9,9,71,1,0,25,0.6,10,0,0.4572,2.74,0.916
arjun.kade,instagram,real,49,158,12,44,1137,1,1,56,0.0,10,6,0.9492,19.51,0.268
id345665,instagram,fake,9,1819,3,1,8,1,0,20,0.75,8,3,0.385,4.24,1.127
marco.santos,facebook,real,168,200,135,81,1549,1,0,115,0.0,12,10,0.8333,7.55,0.366
real_968,instagram,fake,31,1927,17,3,14,0,0,40,0.375,8,1,0.2685,3.3,13.836
freyakade4,instagram,real,563,319,12,38,1198,1,1,45,0.1,10,5,0.9182,45.99,0.222
jonas.nguyen2,instagram,real,195,426,186,62,340,1,0,4,0.0769,13,12,0.6636,41.18,1.268
mayabrook8,facebook,fake,6,1165,10,22,1759,1,0,8,0.1,10,6,0.6065,5.81,0.086
rohan.brook,twitter,real,233,391,15,180,1103,0,0,87,0.0,11,11,0.6667,12.02,1.142
amara_dsouza,facebook,real,97,171,394,204,413,1,1,146,0.0,12,5,1.0,24.32,3.458
noah_khan,instagram,real,129,198,14,49,1032,1,1,86,0.0,9,13,1.0,28.22,0.329
islapark99,instagram,real,1326,230,15,288,336,1,1,101,0.2,10,3,0.9868,9.28,5.993
islaberg3,facebook,real,266,174,372,20,303,1,1,0,0.1111,9,8,0.7216,16.3,0.461
maya.rao,twitter,real,517,202,36,4,7,1,1,62,0.0,8,3,0.6476,2.41,3.522
anikapark,facebook,real,1343,157,244,19,581,1,1,155,0.0,9,8,0.9123,13.03,0.228
q.xx1288576,instagram,fake,12,944,4,3,23,1,0,42,0.6364,11,2,0.4421,3.27,0.814
claranguyen,facebook,real,223,100,500,3,7,1,0,121,0.0,11,2,0.5141,1.55,2.624
tmpreal3929,instagram,fake,40,2285,11,3,10,1,0,8,0.3636,11,0,0.3652,3.54,10.902
nina_weiss,instagram,real,656,340,18,23,1092,1,0,68,0.0,10,21,0.7387,142.46,0.148
zarabrook2,facebook,real,88,224,355,15,20,1,1,95,0.1,10,1,0.7402,14.26,5.41
id_34989,instagram,fake,3,2834,5,4,11,1,0,17,0.625,8,1,0.39,3.05,2.485
meeravale,facebook,real,404,261,507,235,426,1,1,86,0.0,9,5,1.0,136.88,3.855
jonasiyer4,instagram,fake,18,1101,2,3,33,0,0,37,0.1,10,1,0.2737,4.07,0.726
freyasantos,facebook,real,219,109,211,125,1135,1,1,86,0.0,11,8,1.0,36.77,0.769
net.deal7222216,instagram,fake,30,1033,6,12,43,1,1,0,0.4667,15,1,0.5696,3.31,1.951
leila.alvarez2,twitter,real,438,66,27,101,1290,1,1,21,0.0714,14,5,0.8763,29.44,0.546
net0094,facebook,fake,58,1986,18,43,1697,1,0,40,0.5714,7,0,0.7506,0.32,0.177
tmpxx62016,facebook,fake,71,2621,7,8,85,0,0,16,0.5,10,3,0.2729,1.95,0.674
elena_santos3,twitter,real,1745,220,14,397,638,1,1,3,0.0769,13,31,0.8405,6.48,4.353
tmpuser09759,instagram,fake,24,914,5,1,34,0,0,51,0.4167,12,1,0.2926,3.94,0.254
amarasantos4,twitter,real,1338,71,65,10,1022,1,1,13,0.0833,12,11,0.7362,2.2,0.07
ravi.nair,instagram,real,1066,310,30,33,1353,1,1,125,0.0,9,18,0.9696,46.83,0.169
raviiyer1,twitter,fake,28,2472,7,36,17,1,0,46,0.1111,9,1,0.5851,1.22,14.637
omarweiss,facebook,real,107,99,377,83,795,1,1,75,0.0,9,15,0.9889,106.06,0.73
sienna_kade,facebook,real,259,93,1000,18,787,1,1,86,0.0,11,25,0.9077,8.53,0.159
jonassingh,instagram,real,1101,672,24,19,11,1,1,96,0.0,10,3,0.7511,28.02,12.134
marcohassan3,instagram,real,249,90,23,573,542,1,1,98,0.0833,12,6,1.0,101.3,7.396
acc_xx0605,facebook,fake,43,1268,24,1,51,0,1,0,0.4,10,1,0.362,1.34,0.176
sienna.dsouza,facebook,real,62,384,932,106,3054,1,0,59,0.0,13,50,0.7904,43.51,0.242
bot.5505932,twitter,fake,41,1378,15,8,68,1,0,0,0.6364,11,1,0.3971,2.05,0.808
leo.chen2,facebook,real,129,128,697,6,45,1,1,81,0.1111,9,1,0.7107,0.51,0.876
arjun_berg2,instagram,real,287,243,34,12,707,1,1,12,0.0909,11,23,0.742,9.46,0.12
deal.111,instagram,fake,10,1291,7,6,57,1,0,25,0.375,8,4,0.4345,7.16,0.682
arjunnguyen1,twitter,fake,6,1865,4,23,1336,1,0,27,0.0833,12,2,0.6508,1.32,0.119
meera_rao3,instagram,real,3150,138,25,172,878,1,1,126,0.1,10,12,1.0,57.2,1.374
new.4062,facebook,fake,11,412,20,8,39,0,0,29,0.5,8,6,0.2799,1.29,1.519
netfollow9323855,instagram,fake,29,2161,2,2,17,0,0,51,0.4375,16,4,0.2885,3.59,12.349
theo.iyer2,instagram,real,1828,600,33,190,344,1,0,69,0.1,10,6,0.8007,40.42,3.868
elenaokoye1,instagram,fake,22,1163,9,8,14,0,0,15,0.0909,11,0,0.2388,11.06,6.676
devrao2,facebook,real,194,124,404,42,2036,1,1,38,0.1429,7,47,0.9125,12.05,0.143
leo_khan3,instagram,real,367,437,52,98,435,1,1,39,0.1111,9,53,0.9137,72.67,1.583
acc.deal84119,twitter,fake,6,546,6,11,135,0,0,0,0.3846,13,1,0.2727,2.61,0.552
marco_hassan95,facebook,real,29,150,709,32,2102,1,1,58,0.1429,14,18,0.9196,83.92,0.105
new.follow769341,instagram,fake,70,1196,15,5,107,0,0,60,0.375,16,2,0.3616,1.33,0.326
kai_singh2,instagram,real,1778,461,23,37,1167,1,0,15,0.1,10,22,0.6861,15.15,0.223
elena.hassan,twitter,real,1009,108,44,16,1087,1,0,79,0.0,12,4,0.7325,20.0,0.105
omarkade2,twitter,real,347,106,26,348,193,1,0,0,0.1111,9,19,0.5881,16.93,12.616
zara.chen,facebook,real,171,146,212,2,1368,1,1,14,0.0,9,11,0.7057,11.44,0.012
botq4070,instagram,fake,298,1447,39,31,45,1,0,77,0.5,8,10,0.6427,15.47,4.765
marco.chen,twitter,real,507,58,16,12,508,1,1,20,0.0,10,27,0.7573,1.3,0.163
q_bot763132,instagram,fake,11,1172,7,6,28,0,0,27,0.5455,11,1,0.2578,2.05,1.389
elenaberg98,facebook,real,486,86,440,14,554,1,0,13,0.1818,11,40,0.5866,1.39,0.177
mayavale92,facebook,real,40,238,308,70,317,1,1,51,0.2,10,7,0.9177,7.34,1.538
ninaberg2,instagram,fake,47,1193,7,3,92,1,0,14,0.1111,9,5,0.4157,4.6,0.22
hugovale2,twitter,real,267,124,3,10,332,1,1,16,0.1111,9,7,0.7261,0.32,0.212
ninasantos,instagram,real,319,156,81,9,556,1,0,24,0.0,10,10,0.5886,3.03,0.118
dev_park4,facebook,real,466,162,542,10,53,1,1,190,0.1111,9,1,0.733,1.6,1.337
nina_berg,facebook,real,197,104,124,21,700,1,1,26,0.0,9,15,0.8085,20.19,0.212
amara_brook,instagram,real,118,130,24,52,568,1,0,0,0.0,11,5,0.6667,46.1,0.635
anika.nguyen4,instagram,real,1171,312,47,71,461,1,1,72,0.0769,13,5,0.9835,21.14,1.075
isla_chen,instagram,real,1869,309,26,54,2001,1,1,103,0.0,9,12,1.0,20.0,0.191
devsingh5,facebook,fake,8,688,19,8,37,1,0,46,0.1111,9,2,0.4783,0.91,1.5
samirnguyen2,facebook,real,199,210,364,71,661,1,1,68,0.0833,12,18,0.974,11.06,0.749
freyapark6,facebook,fake,14,878,25,7,56,1,0,36,0.1,10,2,0.465,1.03,0.913
q.new7462390,instagram,fake,10,864,12,4,48,1,0,31,0.5833,12,3,0.4391,4.23,0.639
kaidsouza7,instagram,fake,30,907,29,27,50,1,0,36,0.1,10,2,0.5432,1.46,3.777
adityasantos2,twitter,real,83,65,9,448,1364,1,0,72,0.0769,13,13,0.8166,7.48,2.297
acc.promo895451,facebook,fake,6,393,39,7,5,0,0,49,0.4,15,2,0.2992,2.46,9.804
deal_user24226,facebook,fake,11,993,27,1,19,0,0,44,0.3571,14,2,0.2709,1.88,15.198
anika_chen2,twitter,real,33,388,9,240,926,1,1,169,0.0909,11,3,1.0,3.43,1.814
freya_iyer,instagram,real,253,305,29,296,1221,1,0,56,0.0,10,30,0.783,94.29,1.7
deal255975,twitter,fake,17,774,6,4,11,1,0,0,0.6,10,0,0.354,2.49,17.68
tmp_299,instagram,fake,56,1221,23,2,37,0,0,8,0.4286,7,1,0.209,2.6,0.386
theo_nair,facebook,real,265,199,201,139,389,1,0,152,0.0,9,11,0.8333,43.08,2.496
leobrook2,facebook,real,123,102,146,73,1845,1,1,182,0.1111,9,9,1.0,7.17,0.276
luciasingh,twitter,real,340,287,43,70,79,1,1,56,0.0,10,38,0.8193,12.21,6.162
aisha.alvarez,instagram,real,1025,335,22,129,707,1,1,61,0.0,13,23,0.9606,23.74,1.273
xx.xx127420,facebook,fake,55,593,11,4,14,0,0,23,0.5455,11,3,0.2364,3.05,1.824
omar_berg,instagram,real,793,426,16,19,16,1,0,124,0.0,9,4,0.586,12.52,8.267
isla_kade,instagram,real,253,235,17,162,550,1,0,77,0.0,9,8,0.8265,143.57,2.068
